id,name,state,county,range,elevation_ft,elevation_m,prominence_ft,lat,lon,gnis_feature_id,wikidata_qid,wikipedia_url,lists,photo_url,photo_license,photo_license_url,photo_author,photo_source_page,photo_attribution,coord_source,official_usgs_name,prominence_marginal,aka
ca-checkered-demon,Checkered Demon,California,,,13121,3999,,37.2584,-118.6605,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-mount-lyell,Mount Lyell,California,Tuolumne,,13114,3997,,37.7394124,-119.2718879,263079,Q5052276,https://en.wikipedia.org/wiki/Cathedral_Range,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/a8/Cathedral_Range_showing_Unicorn_Peak_and_Cathedral_Peak.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Kaitymh,https://commons.wikimedia.org/wiki/File:Cathedral_Range_showing_Unicorn_Peak_and_Cathedral_Peak.jpg,"Kaitymh, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 263079,True,False,
ca-mount-gilbert,Mount Gilbert,California,Fresno,,13106,3995,,37.1363688,-118.5982233,260560,Q49052814,https://en.wikipedia.org/wiki/Mount_Gilbert_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/3/3e/Mts._Johnson_and_Gilbert.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,lovz2hike,https://commons.wikimedia.org/wiki/File:Mts._Johnson_and_Gilbert.jpg,"lovz2hike, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 260560,True,False,
ca-utm722049,UTM722049,California,,,13104,3994,,37.0835,-118.4395,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-merriam-peak,Merriam Peak,California,Fresno,,13103,3994,,37.3091265,-118.7652123,263460,Q49049265,https://en.wikipedia.org/wiki/Merriam_Peak_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/7/73/Mt_Merriam.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Eggbones,https://commons.wikimedia.org/wiki/File:Mt_Merriam.jpg,"Eggbones, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 263460,True,False,
ca-charybdis,Charybdis,California,Fresno,,13096,3992,,37.0868537,-118.6681692,258225,Q30144894,https://en.wikipedia.org/wiki/Charybdis_%28mountain%29,ca-13ers,,,,,,,USGS GNIS feature 258225,True,False,
ca-mount-huxley,Mount Huxley,California,Fresno,,13086,3989,,37.1360363,-118.6827388,261665,Q49053149,https://en.wikipedia.org/wiki/Mount_Huxley_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/ac/Sapphire_Lake_%2815465461502%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Jeff P from Berkeley, CA, USA",https://commons.wikimedia.org/wiki/File:Sapphire_Lake_(15465461502).jpg,"Jeff P from Berkeley, CA, USA, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 261665,True,False,
ca-mount-goode,Mount Goode,California,Inyo,,13085,3988,,37.1230273,-118.5681061,260697,Q49052848,https://en.wikipedia.org/wiki/Mount_Goode_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/e/e9/Mount_Goode%2C_Bishop_Pass_Trail.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Dan Nevill,"https://commons.wikimedia.org/wiki/File:Mount_Goode,_Bishop_Pass_Trail.jpg","Dan Nevill, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 260697,True,False,
ca-seven-gables,Seven Gables,California,Fresno,,13080,3987,,37.3108778,-118.8335229,232819,Q49072345,https://en.wikipedia.org/wiki/Seven_Gables,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/b/bd/Seven_Gables_in_Sierra_Nevada.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,https://commons.wikimedia.org/wiki/File:Seven_Gables_in_Sierra_Nevada.jpg,"Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 232819,True,False,
ca-utm888455,UTM888455,California,,,13074,3985,,36.5505,-118.2426,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-utm762773,UTM762773,California,,,13071,3984,,36.8352,-118.3897,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-twin-peaks,Twin Peaks,California,,,13061,3981,,37.0361,-118.4519,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-mount-dana,Mount Dana,California,Tuolumne,,13057,3980,,37.8996859,-119.2212492,1655123,Q1862168,https://en.wikipedia.org/wiki/Mount_Dana,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/6/62/Mount_Dana.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Hike395 (talk · contribs),https://commons.wikimedia.org/wiki/File:Mount_Dana.jpg,"Hike395 (talk · contribs), CC BY 3.0, via Wikimedia Commons",USGS GNIS feature 1655123,True,False,
ca-mount-genevra,Mount Genevra,California,Tulare,,13054,3979,,36.6833075,-118.4343247,224113,Q49052794,https://en.wikipedia.org/wiki/Mount_Genevra,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/5/5d/East_Lake%2C_Mount_Genevra.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,breic,"https://commons.wikimedia.org/wiki/File:East_Lake,_Mount_Genevra.jpg","breic, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 224113,True,False,
ca-mount-mary-austin,Mount Mary Austin,California,Inyo,,13051,3978,,36.8149209,-118.3627341,1659072,Q6922043,https://en.wikipedia.org/wiki/Mount_Mary_Austin,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/4/47/Mount_Mary_Austin.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,inkknife_2000,https://commons.wikimedia.org/wiki/File:Mount_Mary_Austin.jpg,"inkknife_2000, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 1659072,True,False,
ca-utm542055,UTM542055,California,,,13041,3975,,37.0867,-118.6415,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,True,
ca-mount-barcroft,Mount Barcroft,California,Mono,,13040,3975,,37.5821456,-118.2481509,256508,,,ca-13ers,,,,,,,USGS GNIS feature 256508,True,False,
ca-mount-solomons,Mount Solomons,California,Fresno,,13034,3973,,37.1064573,-118.6742203,267388,Q8536439,https://en.wikipedia.org/wiki/Mount_Solomons,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/5/5a/Mount_Solomons_2003.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Claisam (talk · contribs),https://commons.wikimedia.org/wiki/File:Mount_Solomons_2003.jpg,"Claisam (talk · contribs), CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 267388,True,False,
ca-polychrome-peak,Polychrome Peak,California,,,13018,3968,,36.6729,-118.3347,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,True,
ca-utm577135,UTM577135,California,,,13012,3966,,37.1589,-118.6035,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,True,
ca-wheeler-peak,Wheeler Peak,California,,,13012,3966,,37.4178,-118.6977,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,True,
ca-mount-gould,Mount Gould,California,Fresno,,13005,3964,,36.7797763,-118.3778757,260724,Q6920947,https://en.wikipedia.org/wiki/Mount_Gould_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/7/74/Mt_gould_summit.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Justin,https://commons.wikimedia.org/wiki/File:Mt_gould_summit.jpg,"Justin, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 260724,True,False,
ca-kuna-peak,Kuna Peak,California,Mono,,13002,3963,,37.812939,-119.2083218,1658924,Q18753789,https://en.wikipedia.org/wiki/Kuna_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/d/d1/Shacks_on_Route_395_with_the_Kuna_Peak%2C_Parker_Peak_and_Mt._Dana_mountains_in_the_distance%2C_located_a_few_miles_from_Yosemite_National_Park_in_California_LCCN2013633177.tif,Public domain,,Carol M. Highsmith,"https://commons.wikimedia.org/wiki/File:Shacks_on_Route_395_with_the_Kuna_Peak,_Parker_Peak_and_Mt._Dana_mountains_in_the_distance,_located_a_few_miles_from_Yosemite_National_Park_in_California_LCCN2013633177.tif","Carol M. Highsmith, Public domain, via Wikimedia Commons",USGS GNIS feature 1658924,True,False,
ca-mount-morgan-north,Mount Morgan (North),California,,,13002,3963,,37.5113,-118.7798,,Q6922256,https://en.wikipedia.org/wiki/Mount_Morgan_%28Mono_County%2C_California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/a8/Mt_morgan.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Thumb10.40,https://commons.wikimedia.org/wiki/File:Mt_morgan.jpg,"Thumb10.40, CC BY-SA 4.0, via Wikimedia Commons",Vulgarian Ramblers peak detail page (WGS84),True,False,
mt-granite-peak,Granite Peak,Montana,Park,,12806.8,3903.5,,45.1634239,-109.807608,784177,Q599777,https://en.wikipedia.org/wiki/Granite_Peak_%28Montana%29,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/b/be/Granite_Peak_%28Montana%29_3D_version_1.jpg,Public domain,,Asybaris01,https://commons.wikimedia.org/wiki/File:Granite_Peak_(Montana)_3D_version_1.jpg,"Asybaris01, Public domain, via Wikimedia Commons",USGS GNIS feature 784177,,,
id-borah-peak,Borah Peak,Idaho,Custer,,12668.0,3861.2,,44.1373404,-113.7811392,378037,Q893312,https://en.wikipedia.org/wiki/Borah_Peak,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/5/59/Mount_Borah_2009.JPG,Public domain,,Leaflet,https://commons.wikimedia.org/wiki/File:Mount_Borah_2009.JPG,"Leaflet, Public domain, via Wikimedia Commons",USGS GNIS feature 378037,,,
az-humphreys-peak,Humphreys Peak,Arizona,Coconino,,12637.1,3851.8,,35.3463151,-111.6779884,30290,Q1239004,https://en.wikipedia.org/wiki/Humphreys_Peak,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/6/6d/San_Francisco_Peaks%2C_winter.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Bob Blasi; Coconino National Forest,"https://commons.wikimedia.org/wiki/File:San_Francisco_Peaks,_winter.jpg","Bob Blasi; Coconino National Forest, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 30290,,,
or-mount-hood,Mount Hood,Oregon,Hood River,,11249.3,3428.8,,45.3733674,-121.6957784,1143711,Q275662,https://en.wikipedia.org/wiki/Mount_Hood,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/e/ef/Mount_Hood_reflected_in_Mirror_Lake%2C_Oregon.jpg,Public domain,,Oregon's Mt. Hood Territory.,"https://commons.wikimedia.org/wiki/File:Mount_Hood_reflected_in_Mirror_Lake,_Oregon.jpg","Oregon's Mt. Hood Territory., Public domain, via Wikimedia Commons",USGS GNIS feature 1143711,,,
tx-guadalupe-peak,Guadalupe Peak,Texas,Culberson,,8751.3,2667.4,,31.8914269,-104.8606624,1358489,Q32793,https://en.wikipedia.org/wiki/Guadalupe_Peak,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/a/a1/Guadalupe_Nima3.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Zereshk,https://commons.wikimedia.org/wiki/File:Guadalupe_Nima3.JPG,"Zereshk, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 1358489,,,
sd-black-elk-peak,Black Elk Peak,South Dakota,Pennington,,7244.1,2208.0,,43.865991,-103.5312013,1261770,Q1585737,https://en.wikipedia.org/wiki/Black_Elk_Peak,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/0/00/Harneygranite.jpg,Public domain,,BHrock at English Wikipedia,https://commons.wikimedia.org/wiki/File:Harneygranite.jpg,"BHrock at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 1261770,,,
nc-mount-mitchell,Mount Mitchell,North Carolina,Yancey,,6684.1,2037.3,,35.7647624,-82.2648609,1013745,Q615337,https://en.wikipedia.org/wiki/Mount_Mitchell,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/b/bb/Mount_Mitchell.jpg,Public domain,,,https://commons.wikimedia.org/wiki/File:Mount_Mitchell.jpg,"Unknown author, Public domain, via Wikimedia Commons",USGS GNIS feature 1013745,,,
tn-kuwohi-formerly-clingmans-dome,Kuwohi (formerly Clingmans Dome),Tennessee,Swain,,6643.0,2024.79,,35.562778,-83.498535,1326387,Q685166,https://en.wikipedia.org/wiki/Kuwohi,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/6/62/Abies_fraseri0.jpg,Public domain,,"C. Kenneth Dodd, Jr.",https://commons.wikimedia.org/wiki/File:Abies_fraseri0.jpg,"C. Kenneth Dodd, Jr., Public domain, via Wikimedia Commons",USGS GNIS feature 1326387,,,
nh-mount-washington,Mount Washington,New Hampshire,Coos,,6288,1916.6,,44.2705781,-71.3033287,871352,Q572801,https://en.wikipedia.org/wiki/Mount_Washington,ne-67;nh-48;us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/d/d7/Mt._Washington_from_Bretton_Woods.JPG,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,wwoods,https://commons.wikimedia.org/wiki/File:Mt._Washington_from_Bretton_Woods.JPG,"wwoods, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 871352,,,Washington
nh-mount-adams,Mount Adams,New Hampshire,Coos,,5774,1759.9,,44.3206546,-71.2915306,871380,Q1840432,https://en.wikipedia.org/wiki/Mount_Adams_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/3/3e/Mount_Adams_NH_from_Madison.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Paulba Legend (talk),https://commons.wikimedia.org/wiki/File:Mount_Adams_NH_from_Madison.jpg,"Paulba Legend (talk), CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 871380,,,Adams
nh-mount-jefferson,Mount Jefferson,New Hampshire,Coos,,5712,1741.0,,44.304315,-71.3166955,872101,Q6921492,https://en.wikipedia.org/wiki/Mount_Jefferson_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/c/c5/Mt._Jefferson_from_Mt._Washington.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Paulbalegend at English Wikipedia,https://commons.wikimedia.org/wiki/File:Mt._Jefferson_from_Mt._Washington.JPG,"Paulbalegend at English Wikipedia, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 872101,,,Jefferson
va-mount-rogers,Mount Rogers,Virginia,Smyth,,5710.6,1740.6,,36.6599777,-81.544987,1485637,Q688645,https://en.wikipedia.org/wiki/Mount_Rogers,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/3/39/Mount_Rogers_-_Winter.jpg,Public domain,,USDA-FS,https://commons.wikimedia.org/wiki/File:Mount_Rogers_-_Winter.jpg,"USDA-FS, Public domain, via Wikimedia Commons",USGS GNIS feature 1485637,,,
ne-panorama-point,Panorama Point,Nebraska,Kimball,,5432.1,1655.7,,41.0077144,-104.0314615,1851953,Q947553,https://en.wikipedia.org/wiki/Panorama_Point,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/1/1f/Panorama_Point%2C_Nebraska_face_NW.JPG,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Ammodramus,"https://commons.wikimedia.org/wiki/File:Panorama_Point,_Nebraska_face_NW.JPG","Ammodramus, CC0, via Wikimedia Commons",USGS GNIS feature 1851953,,,
nh-mount-monroe,Mount Monroe,New Hampshire,Coos,,5384,1641.0,,44.2552125,-71.3214183,872313,Q6922237,https://en.wikipedia.org/wiki/Mount_Monroe,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/f/f2/Mt-monroe_summit.jpg,Public domain,,Edison490 at English Wikipedia,https://commons.wikimedia.org/wiki/File:Mt-monroe_summit.jpg,"Edison490 at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 872313,,,Monroe
nh-mount-madison,Mount Madison,New Hampshire,Coos,,5367,1635.9,,44.3288173,-71.2767796,872247,Q6921955,https://en.wikipedia.org/wiki/Mount_Madison,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/f/f0/Mt._Madison_008.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Wikiuser100,https://commons.wikimedia.org/wiki/File:Mt._Madison_008.jpg,"Wikiuser100, CC BY 3.0, via Wikimedia Commons",USGS GNIS feature 872247,,,Madison
ny-mount-marcy,Mount Marcy,New York,Essex,,5344,1628.9,4914,44.11281,-73.9236546,973357,Q1858227,https://en.wikipedia.org/wiki/Mount_Marcy,adk-46ers;us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/6/65/Adirondacks_Mount_Marcy_From_Mount_Haystack.JPG,Public domain,,Daniel Tripp,https://commons.wikimedia.org/wiki/File:Adirondacks_Mount_Marcy_From_Mount_Haystack.JPG,"Daniel Tripp, Public domain, via Wikimedia Commons",USGS GNIS feature 973357,,,
me-mount-katahdin-baxter-peak,Mount Katahdin (Baxter Peak),Maine,Piscataquis,,5268,1605.7,,45.9042751,-68.9213561,561737,Q1858056,https://en.wikipedia.org/wiki/Katahdin,ne-67;us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/1/16/Katahdin.jpg,Public domain,,Rubyk at English Wikipedia,https://commons.wikimedia.org/wiki/File:Katahdin.jpg,"Rubyk at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 561737,,,Katahdin;Mount Katahdin
nh-mount-lafayette,Mount Lafayette,New Hampshire,Grafton,,5249,1599.9,,44.1608182,-71.6444575,872150,Q8520336,https://en.wikipedia.org/wiki/Mount_Lafayette,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/d/d1/Mt._Lafayette_from_Franconia_Ridge.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,User:Paulbalegend,https://commons.wikimedia.org/wiki/File:Mt._Lafayette_from_Franconia_Ridge.JPG,"User:Paulbalegend, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 872150,,,Lafayette
ny-algonquin-peak,Algonquin Peak,New York,Essex,,5114,1558.7,2100,44.1434788,-73.9867074,973340,Q4724340,https://en.wikipedia.org/wiki/Algonquin_Peak,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/2/29/Algonquin_Peak.png,Public domain,,Percious,https://commons.wikimedia.org/wiki/File:Algonquin_Peak.png,"Percious, Public domain, via Wikimedia Commons",USGS GNIS feature 973340,,,
nh-mount-lincoln,Mount Lincoln,New Hampshire,Grafton,,5089,1551.1,,44.1489451,-71.6445258,872176,Q6921845,https://en.wikipedia.org/wiki/Mount_Lincoln_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/08/Mount_Lincoln_from_Little_Haystack.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Paulba Legend,https://commons.wikimedia.org/wiki/File:Mount_Lincoln_from_Little_Haystack.JPG,"Paulba Legend, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 872176,,,Lincoln
ok-black-mesa,Black Mesa,Oklahoma,,,4975.1,1516.4,,36.9318,-102.9979,,Q880398,https://en.wikipedia.org/wiki/Black_Mesa_%28Oklahoma%2C_Colorado%2C_New_Mexico%29,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/5/5d/Black_Mesa_summit%2C_Oklahoma.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Gilderien,"https://commons.wikimedia.org/wiki/File:Black_Mesa_summit,_Oklahoma.jpg","Gilderien, CC BY-SA 3.0, via Wikimedia Commons",Wikipedia Black Mesa (Oklahoma),,,
ny-mount-haystack,Mount Haystack,New York,Essex,,4960,1511.8,840,44.1056555,-73.9006127,973353,Q6921097,https://en.wikipedia.org/wiki/Mount_Haystack,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/9/93/Adirondacks_Mount_Haystack_from_Little_Haystack.JPG,Public domain,,(Daniel Tripp),https://commons.wikimedia.org/wiki/File:Adirondacks_Mount_Haystack_from_Little_Haystack.JPG,"(Daniel Tripp), Public domain, via Wikimedia Commons",USGS GNIS feature 973353,,,
ny-mount-skylight,Mount Skylight,New York,Essex,,4924,1500.8,578,44.0995603,-73.9310205,973360,Q6923718,https://en.wikipedia.org/wiki/Mount_Skylight,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/1/19/Mount_Skylight.jpg,Public domain,,Mld74 at English Wikipedia,https://commons.wikimedia.org/wiki/File:Mount_Skylight.jpg,"Mld74 at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 973360,,,
nh-south-twin-mountain,South Twin Mountain,New Hampshire,Grafton,,4902,1494.1,,44.187556,-71.5548018,872710,Q7568685,https://en.wikipedia.org/wiki/South_Twin_Mountain_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/7/70/South_Twin.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Tim Sackton,https://commons.wikimedia.org/wiki/File:South_Twin.jpg,"Tim Sackton, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 872710,,,South Twin
ny-whiteface-mountain,Whiteface Mountain,New York,Essex,,4867,1483.5,3110,44.3658651,-73.9031391,973364,Q3434515,https://en.wikipedia.org/wiki/Whiteface_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/3/32/Whiteface_Mountain_from_Lake_Placid_Airport.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,https://commons.wikimedia.org/wiki/File:Whiteface_Mountain_from_Lake_Placid_Airport.JPG,"Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 973364,,,
wv-spruce-knob,Spruce Knob,West Virginia,Pendleton,,4862.2,1482.0,,38.6998284,-79.5328253,1553014,Q7581425,https://en.wikipedia.org/wiki/Spruce_Mountain_%28West_Virginia%29,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/5/5c/JudyRocks.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Valerius Tygart,https://commons.wikimedia.org/wiki/File:JudyRocks.JPG,"Valerius Tygart, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 1553014,,,
ny-dix-mountain,Dix Mountain,New York,Essex,,4857,1480.4,2830,44.0822139,-73.7865046,973347,Q5284763,https://en.wikipedia.org/wiki/Dix_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/8/84/Dix_and_Hough_seen_from_Nippletop.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Dix_and_Hough_seen_from_Nippletop.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 973347,,,
ny-gray-peak,Gray Peak,New York,Essex,,4840,1475.2,102,44.1116276,-73.935016,973351,Q5598218,https://en.wikipedia.org/wiki/Gray_Peak_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/a/ac/Gray_Peak_from_Mount_Marcy.jpg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Aepstein607 at English Wikipedia,https://commons.wikimedia.org/wiki/File:Gray_Peak_from_Mount_Marcy.jpg,"Aepstein607 at English Wikipedia, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 973351,,,
ny-iroquois-peak,Iroquois Peak,New York,Essex,,4840,1475.2,151,44.1368433,-73.9982027,973355,Q6073461,https://en.wikipedia.org/wiki/Iroquois_Peak,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/8/8c/Iroquois_Peak_from_Algonquin_Peak.jpg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Aepstein607 at English Wikipedia,https://commons.wikimedia.org/wiki/File:Iroquois_Peak_from_Algonquin_Peak.jpg,"Aepstein607 at English Wikipedia, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 973355,,,
nh-carter-dome,Carter Dome,New Hampshire,Coos,,4832,1472.8,,44.2673401,-71.1792622,871629,Q4216195,https://en.wikipedia.org/wiki/Carter_Dome,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/09/Carter_Dome_seen_from_Mt_Hight.JPG,Public domain,,Petersent,https://commons.wikimedia.org/wiki/File:Carter_Dome_seen_from_Mt_Hight.JPG,"Petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 871629,,,
ny-basin-mountain,Basin Mountain,New York,Essex,,4827,1471.3,725,44.1213641,-73.8863814,973341,Q4867492,https://en.wikipedia.org/wiki/Basin_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/e/e4/Basin_Mountain_%28NY%29.jpg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Aepstein607 at English Wikipedia,https://commons.wikimedia.org/wiki/File:Basin_Mountain_(NY).jpg,"Aepstein607 at English Wikipedia, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 973341,,,
nh-mount-moosilauke,Mount Moosilauke,New Hampshire,Grafton,,4802,1463.6,,44.024502,-71.8309164,872324,Q3321961,https://en.wikipedia.org/wiki/Mount_Moosilauke,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/b/b7/Mtmoosilaukeprofile.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Jrclark (talk),https://commons.wikimedia.org/wiki/File:Mtmoosilaukeprofile.jpg,"Jrclark (talk), CC BY 3.0, via Wikimedia Commons",USGS GNIS feature 872324,,,Moosilauke
ga-brasstown-bald,Brasstown Bald,Georgia,Towns,,4784.1,1458.2,,34.8741923,-83.8106479,354839,Q842924,https://en.wikipedia.org/wiki/Brasstown_Bald,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/f/f3/Brasstown_Bald_Visit.jpg,Public domain,,,https://commons.wikimedia.org/wiki/File:Brasstown_Bald_Visit.jpg,"Unknown author, Public domain, via Wikimedia Commons",USGS GNIS feature 354839,,,
nh-mount-eisenhower,Mount Eisenhower,New Hampshire,Coos,,4780,1456.9,,44.2407341,-71.3501812,871851,Q200690,https://en.wikipedia.org/wiki/Mount_Eisenhower,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/5/54/Mount_Eisenhower.JPG,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,The original uploader was Canderson7 at English Wikipedia.,https://commons.wikimedia.org/wiki/File:Mount_Eisenhower.JPG,"The original uploader was Canderson7 at English Wikipedia., CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 871851,,,Eisenhower
nh-north-twin-mountain,North Twin Mountain,New Hampshire,Grafton,,4761,1451.2,,44.2025557,-71.5578576,872408,Q7057046,https://en.wikipedia.org/wiki/North_Twin_Mountain_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/2/24/North_Twin_Mountain_%28New_Hampshire%29.jpg,Public domain,,Ken Gallager at English Wikipedia,https://commons.wikimedia.org/wiki/File:North_Twin_Mountain_(New_Hampshire).jpg,"Ken Gallager at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 872408,,,North Twin
