id,name,state,county,range,elevation_ft,elevation_m,prominence_ft,lat,lon,gnis_feature_id,wikidata_qid,wikipedia_url,lists,photo_url,photo_license,photo_license_url,photo_author,photo_source_page,photo_attribution,coord_source,official_usgs_name,prominence_marginal,aka
ca-mount-thompson,Mount Thompson,California,Fresno,,13494,4113,,37.1428824,-118.6136118,1659993,Q49054835,https://en.wikipedia.org/wiki/Mount_Thompson_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/5/5e/Sunset_on_Mt_Thompson.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Marty B,https://commons.wikimedia.org/wiki/File:Sunset_on_Mt_Thompson.jpg,"Marty B, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 1659993,True,False,
ca-mount-bolton-brown,Mount Bolton Brown,California,Fresno,,13491,4112,,37.0461295,-118.4410291,254644,Q49052100,https://en.wikipedia.org/wiki/Mount_Bolton_Brown,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/c/ce/Mt._Bolton_Brown.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,David Bakken,https://commons.wikimedia.org/wiki/File:Mt._Bolton_Brown.jpg,"David Bakken, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 254644,True,False,
ca-mount-pickering,Mount Pickering,California,Tulare,,13474,4107,,36.5272735,-118.2908888,264700,Q49054020,https://en.wikipedia.org/wiki/Mount_Pickering,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/c/c6/Mount_Pickering.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Mitch Barrie,https://commons.wikimedia.org/wiki/File:Mount_Pickering.jpg,"Mitch Barrie, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 264700,True,False,
ca-mount-versteeg,Mount Versteeg,California,Inyo,,13470,4106,,36.6477151,-118.3256176,1660096,Q49055010,https://en.wikipedia.org/wiki/Mount_Versteeg,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/2/21/Mount_Versteeg.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Tim Berger,https://commons.wikimedia.org/wiki/File:Mount_Versteeg.jpg,"Tim Berger, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 1660096,True,True,
ca-twelve-flags-peak,Twelve Flags Peak,California,,,13468,4105,,37.4105,-118.7232,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-northwest-lamarck,Northwest Lamarck,California,,,13464,4104,,37.1967,-118.6736,,Q49053354,https://en.wikipedia.org/wiki/Mount_Lamarck,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/4/4f/Upper_Lamarck_Lake.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,https://commons.wikimedia.org/wiki/File:Upper_Lamarck_Lake.jpg,"Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-mount-mills,Mount Mills,California,Inyo,,13451,4100,,37.393853,-118.7899979,263654,Q6922195,https://en.wikipedia.org/wiki/Mount_Mills_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/9/98/Mount_Abbot_and_Mills.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Jonathan Fox from Carson City, United States",https://commons.wikimedia.org/wiki/File:Mount_Abbot_and_Mills.jpg,"Jonathan Fox from Carson City, United States, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 263654,True,False,
ca-montgomery-peak,Montgomery Peak,California,Mono,,13441,4097,,37.838259,-118.3567721,263775,Q6905765,https://en.wikipedia.org/wiki/Montgomery_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/d/d0/Boundary_Montgomery_Peaks.jpg,Public domain,,Johndheathcote at English Wikipedia,https://commons.wikimedia.org/wiki/File:Boundary_Montgomery_Peaks.jpg,"Johndheathcote at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 263775,True,False,
ca-mount-newcomb,Mount Newcomb,California,Tulare,,13422,4091,,36.5400684,-118.2934108,264073,Q49053781,https://en.wikipedia.org/wiki/Mount_Newcomb,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/9/91/Newcomb_from_Langley.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Mitch Barrie,https://commons.wikimedia.org/wiki/File:Newcomb_from_Langley.jpg,"Mitch Barrie, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 264073,True,False,
ca-mount-haeckel,Mount Haeckel,California,Inyo,,13418,4090,,37.1509924,-118.6610067,261003,Q49052877,https://en.wikipedia.org/wiki/Mount_Haeckel,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/a1/Aspen_Grove%2C_Sierra_Nevada%2C_CA_10-8-18.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Don Graham,"https://commons.wikimedia.org/wiki/File:Aspen_Grove,_Sierra_Nevada,_CA_10-8-18.jpg","Don Graham, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 261003,True,False,
ca-keyhole-plateau,Keyhole Plateau,California,,,13404,4086,,37.2036,-118.6804,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,True,
ca-cardinal-mountain,Cardinal Mountain,California,Inyo,,13396,4083,,36.9994047,-118.4127374,257971,Q35732811,https://en.wikipedia.org/wiki/Cardinal_Mountain,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/b/b4/Cardinal_Mountain.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,David Bakken,https://commons.wikimedia.org/wiki/File:Cardinal_Mountain.jpg,"David Bakken, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 257971,True,False,
ca-mount-jepson,Mount Jepson,California,Inyo,,13390,4081,,37.0888496,-118.4952691,226205,Q49053218,https://en.wikipedia.org/wiki/Mount_Jepson,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/6/60/Mt._Jepson.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Tim Berger,https://commons.wikimedia.org/wiki/File:Mt._Jepson.jpg,"Tim Berger, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 226205,True,False,
ca-mount-steven-jay-gould,Mount Steven Jay Gould,California,,,13385,4080,,37.1802,-118.6869,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-the-cleaver,The Cleaver,California,,,13383,4079,,36.5975,-118.2746,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-kaweah-queen,Kaweah Queen,California,Tulare,,13382,4079,,36.5546554,-118.5085537,1658885,Q6379954,https://en.wikipedia.org/wiki/Kaweah_Queen,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/f4/Kaweah_Queen.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Martin Bravenboer,https://commons.wikimedia.org/wiki/File:Kaweah_Queen.jpg,"Martin Bravenboer, CC BY 4.0, via Wikimedia Commons",USGS GNIS feature 1658885,True,False,
ca-mount-wallace,Mount Wallace,California,Fresno,,13377,4077,,37.1468068,-118.6567979,268762,Q49055062,https://en.wikipedia.org/wiki/Mount_Wallace_%28Fresno_and_Inyo_counties%2C_California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/fa/Mt._Wallace.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Eggbones,https://commons.wikimedia.org/wiki/File:Mt._Wallace.jpg,"Eggbones, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 268762,True,False,
ca-vagabond-peak,Vagabond Peak,California,,,13374,4076,,37.1496,-118.5304,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-utm809631,UTM809631,California,,,13366,4074,,36.7082,-118.3347,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,True,
ca-point-powell,Point Powell,California,,,13366,4074,,37.1407,-118.6254,,Q7236069,https://en.wikipedia.org/wiki/Powell_Glacier,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-mount-powell,Mount Powell,California,Fresno,,13364,4073,,37.1386737,-118.6340226,265018,Q49054192,https://en.wikipedia.org/wiki/Mount_Powell_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/fd/Mount_Powell_CA.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,Peretz Partensky,https://commons.wikimedia.org/wiki/File:Mount_Powell_CA.jpg,"Peretz Partensky, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 265018,True,False,
ca-mount-hilgard,Mount Hilgard,California,Fresno,,13361,4072,,37.3603118,-118.8269322,261351,Q49053024,https://en.wikipedia.org/wiki/Mount_Hilgard,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/0/08/Mt._Hilgard%2C_east_aspect.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Chris M Morris,"https://commons.wikimedia.org/wiki/File:Mt._Hilgard,_east_aspect.jpg","Chris M Morris, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 261351,True,False,
ca-the-thumb,The Thumb,California,Inyo,,13356,4071,,37.07148,-118.4459775,255135,Q49083035,https://en.wikipedia.org/wiki/The_Thumb_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/9/98/The_Thumb%2C_Middle_Palisade_area.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,"https://commons.wikimedia.org/wiki/File:The_Thumb,_Middle_Palisade_area.jpg","Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 255135,True,False,
ca-mount-jordan,Mount Jordan,California,Tulare,,13344,4067,,36.6822482,-118.449785,254840,Q49053242,https://en.wikipedia.org/wiki/Mount_Jordan,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/7/74/Mts._Jordan%2C_Genevra%2C_from_Brewer.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,breic,"https://commons.wikimedia.org/wiki/File:Mts._Jordan,_Genevra,_from_Brewer.jpg","breic, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 254840,True,False,
ca-black-giant,Black Giant,California,Fresno,,13330,4063,,37.1022388,-118.6487071,257117,Q35727572,https://en.wikipedia.org/wiki/Black_Giant,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/b/b3/Black_Giant%2C_Sierra_Nevada.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Sebastian Werner,"https://commons.wikimedia.org/wiki/File:Black_Giant,_Sierra_Nevada.jpg","Sebastian Werner, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 257117,True,False,
ca-joe-devel-peak,Joe Devel Peak,California,Tulare,,13327,4062,,36.5153256,-118.2963785,261959,Q49039891,https://en.wikipedia.org/wiki/Joe_Devel_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/d/d5/Joe_Devel_Peak.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,C N,https://commons.wikimedia.org/wiki/File:Joe_Devel_Peak.jpg,"C N, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 261959,True,False,
ca-north-guard,North Guard,California,Tulare,,13327,4062,,36.7165267,-118.4900379,229731,Q49057314,https://en.wikipedia.org/wiki/North_Guard,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/e/ee/North_Guard_from_Glen_Pass.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Will Keightley,https://commons.wikimedia.org/wiki/File:North_Guard_from_Glen_Pass.jpg,"Will Keightley, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 229731,True,False,
ca-royce-peak,Royce Peak,California,Fresno,,13294,4052,,37.3181738,-118.7708958,265639,Q49070255,https://en.wikipedia.org/wiki/Royce_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/5/53/Merriam%2C_Royce%2C_Feather_peaks.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,"https://commons.wikimedia.org/wiki/File:Merriam,_Royce,_Feather_peaks.jpg","Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 265639,True,False,
ca-black-mountain-south,Black Mountain (South),California,,,13291,4051,,36.8092,-118.3779,,Q35727688,https://en.wikipedia.org/wiki/Black_Mountain_%28Inyo_and_Fresno_counties%2C_California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/2/23/Black_Mountain%2C_west_aspect.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Kirk Y.,"https://commons.wikimedia.org/wiki/File:Black_Mountain,_west_aspect.jpg","Kirk Y., CC BY 2.0, via Wikimedia Commons",Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-picture-puzzle,Picture Puzzle,California,Inyo,,13291,4051,,37.1279154,-118.538844,1667282,Q49061081,https://en.wikipedia.org/wiki/Picture_Puzzle,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/2/26/Picture_Puzzle_from_Bishop_Pass.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,https://commons.wikimedia.org/wiki/File:Picture_Puzzle_from_Bishop_Pass.jpg,"Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 1667282,True,False,
ca-utm698439,UTM698439,California,,,13284,4049,,36.5331,-118.4555,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-mount-mcduffie,Mount McDuffie,California,Fresno,,13282,4048,,37.0735254,-118.6439192,263340,Q49053594,https://en.wikipedia.org/wiki/Mount_McDuffie,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/6/6b/Mt._McDuffie.jpg,Public domain,,Christopher Ryerson,https://commons.wikimedia.org/wiki/File:Mt._McDuffie.jpg,"Christopher Ryerson, Public domain, via Wikimedia Commons",USGS GNIS feature 263340,True,False,
ca-deerhorn-mountain,Deerhorn Mountain,California,Tulare,,13281,4048,,36.7129628,-118.4104496,222217,,,ca-13ers,,,,,,,USGS GNIS feature 222217,True,False,
ca-aperture-peak,Aperture Peak,California,Inyo,,13265,4043,,37.1180306,-118.5304725,1667267,Q35724357,https://en.wikipedia.org/wiki/Aperture_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/7/73/Aperture_Peak.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,Jonathan Fox,https://commons.wikimedia.org/wiki/File:Aperture_Peak.jpg,"Jonathan Fox, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 1667267,True,False,
ca-mount-bradley,Mount Bradley,California,Inyo,,13264,4043,,36.7286434,-118.3387174,257428,Q20714865,https://en.wikipedia.org/wiki/Mount_Bradley_%28Inyo_County%2C_California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/f6/Mount_Bradley_from_Forester_Pass.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,fredsharples,https://commons.wikimedia.org/wiki/File:Mount_Bradley_from_Forester_Pass.jpg,"fredsharples, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 257428,True,False,
ca-mount-goethe,Mount Goethe,California,Fresno,,13264,4043,,37.2061483,-118.7022982,1658630,Q20714878,https://en.wikipedia.org/wiki/Mount_Goethe,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/9/9d/Muriel_Peak%2C_Mount_Goethe.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Jesse Wagstaff,"https://commons.wikimedia.org/wiki/File:Muriel_Peak,_Mount_Goethe.jpg","Jesse Wagstaff, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 1658630,True,False,
ca-mount-tom-ross,Mount Tom Ross,California,,,13253,4040,,37.1785,-118.6641,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-gendarme-peak,Gendarme Peak,California,Inyo,,13252,4039,,37.1269665,-118.5312902,252145,,,ca-13ers,,,,,,,USGS GNIS feature 252145,True,True,
ca-feather-peak,Feather Peak,California,Fresno,,13242,4036,,37.3256785,-118.7784413,1667331,Q49028672,https://en.wikipedia.org/wiki/Feather_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/a8/Feather_Peak%2C_east_aspect.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,"https://commons.wikimedia.org/wiki/File:Feather_Peak,_east_aspect.jpg","Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 1667331,True,False,
ca-south-basin-peak,South Basin Peak,California,,,13240,4036,,37.2912,-118.6725,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-south-guard,South Guard,California,Tulare,,13232,4033,,36.693459,-118.483874,235072,Q49075822,https://en.wikipedia.org/wiki/South_Guard,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/ff/South_Guard_from_Glen_Pass.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Will Keightley,https://commons.wikimedia.org/wiki/File:South_Guard_from_Glen_Pass.jpg,"Will Keightley, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 235072,True,False,
ca-adamson-point,Adamson Point,California,,,13232,4033,,37.3962,-118.7125,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),False,True,
ca-utm692591,UTM692591,California,,,13228,4032,,36.6704,-118.4643,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-mount-carl-heller,Mount Carl Heller,California,,,13225,4031,,36.6114,-118.2985,,Q112740818,https://en.wikipedia.org/wiki/Mount_Carl_Heller,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/3/3c/Carl_Heller_mtn.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Eggbones,https://commons.wikimedia.org/wiki/File:Carl_Heller_mtn.jpg,"Eggbones, CC BY-SA 4.0, via Wikimedia Commons",Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-mount-julius-caesar,Mount Julius Caesar,California,Fresno,,13219,4029,,37.3567335,-118.7816664,262037,Q49053259,https://en.wikipedia.org/wiki/Mount_Julius_Caesar,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/b/b7/Julius_Caesar_mtn.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Eggbones,https://commons.wikimedia.org/wiki/File:Julius_Caesar_mtn.jpg,"Eggbones, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 262037,True,False,
ca-mount-warlow,Mount Warlow,California,Fresno,,13206,4025,,37.1284231,-118.6747173,1660127,Q49055084,https://en.wikipedia.org/wiki/Mount_Warlow,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/9/9e/Mt._Warlow_from_Muir_Pass.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Edward Rice,https://commons.wikimedia.org/wiki/File:Mt._Warlow_from_Muir_Pass.jpg,"Edward Rice, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 1660127,True,False,
ca-mount-emerson,Mount Emerson,California,Inyo,,13204,4025,,37.2447003,-118.6597284,1658498,Q18391301,https://en.wikipedia.org/wiki/Mount_Emerson_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/4/43/Mount_Emerson_Summit_Ridge.JPG,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Adorabutton,https://commons.wikimedia.org/wiki/File:Mount_Emerson_Summit_Ridge.JPG,"Adorabutton, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 1658498,True,False,
ca-ruby-peak,Ruby Peak,California,,,13188,4020,,37.4089,-118.7821,,Q7376366,https://en.wikipedia.org/wiki/Ruby_Peak_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/7/78/Ruby_Wall.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Jonathan Fox,https://commons.wikimedia.org/wiki/File:Ruby_Wall.jpg,"Jonathan Fox, CC BY-SA 2.0, via Wikimedia Commons",Vulgarian Ramblers peak detail page (WGS84),False,False,
ca-utm690535,UTM690535,California,,,13186,4019,,36.62,-118.4656,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,False,
ca-mount-hitchcock,Mount Hitchcock,California,Tulare,,13186,4019,,36.5548662,-118.3118521,261373,Q49053041,https://en.wikipedia.org/wiki/Mount_Hitchcock_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/3/35/Mount_Hitchcock_from_ENE.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,The Greater Southwestern Exploration Company,https://commons.wikimedia.org/wiki/File:Mount_Hitchcock_from_ENE.jpg,"The Greater Southwestern Exploration Company, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 261373,True,False,
ca-acrodectes-peak,Acrodectes Peak,California,Fresno,,13182,4018,,36.8606857,-118.3751609,256109,Q4675751,https://en.wikipedia.org/wiki/Acrodectes_Peak,ca-13ers,,,,,,,USGS GNIS feature 256109,True,False,
ca-basin-mountain,Basin Mountain,California,Inyo,,13181,4018,,37.2961432,-118.6604094,256577,Q4867491,https://en.wikipedia.org/wiki/Basin_Mountain_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/a0/Basin_Mountain.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Justin,https://commons.wikimedia.org/wiki/File:Basin_Mountain.jpg,"Justin, CC BY 2.0, via Wikimedia Commons",USGS GNIS feature 256577,True,False,
ca-mount-wynne,Mount Wynne,California,Fresno,,13179,4017,,36.9380113,-118.4029183,269328,Q49055296,https://en.wikipedia.org/wiki/Mount_Wynne,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/7/74/Mount_Wynne.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Martin Bravenboer,https://commons.wikimedia.org/wiki/File:Mount_Wynne.jpg,"Martin Bravenboer, CC BY 4.0, via Wikimedia Commons",USGS GNIS feature 269328,True,False,
ca-striped-mountain,Striped Mountain,California,Fresno,,13179,4017,,36.9656207,-118.4037659,1659889,Q49078877,https://en.wikipedia.org/wiki/Striped_Mountain,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/a/ab/Striped_Mountain.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,David Bakken,https://commons.wikimedia.org/wiki/File:Striped_Mountain.jpg,"David Bakken, CC BY-SA 2.5, via Wikimedia Commons",USGS GNIS feature 1659889,True,False,
ca-mount-young,Mount Young,California,Tulare,,13176,4016,,36.5810416,-118.3276232,269373,Q49055318,https://en.wikipedia.org/wiki/Mount_Young_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/f5/Dawn_hitting_Mount_Young.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Mitch Barrie,https://commons.wikimedia.org/wiki/File:Dawn_hitting_Mount_Young.jpg,"Mitch Barrie, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 269373,True,False,
ca-utm528173,UTM528173,California,,,13172,4015,,37.1922,-118.6595,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,True,
ca-mount-chamberlin,Mount Chamberlin,California,Tulare,,13169,4014,,36.5335419,-118.3106544,258188,Q49052278,https://en.wikipedia.org/wiki/Mount_Chamberlin_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/6/66/Sunrise_on_Mt._Chamberlin.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Ken Lund,https://commons.wikimedia.org/wiki/File:Sunrise_on_Mt._Chamberlin.jpg,"Ken Lund, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 258188,True,False,
nm-wheeler-peak,Wheeler Peak,New Mexico,Taos,,13167.0,4013.3,,36.5569142,-105.416856,928839,Q1505965,https://en.wikipedia.org/wiki/Wheeler_Peak_%28New_Mexico%29,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/f/f8/Wheeler_Peak%2C_NM.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Davishan99,"https://commons.wikimedia.org/wiki/File:Wheeler_Peak,_NM.JPG","Davishan99, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 928839,,,
ca-ericsson-crag-1,Ericsson Crag 1,California,,,13159,4011,,36.7002,-118.4173,,,,ca-13ers,,,,,,,Vulgarian Ramblers peak detail page (WGS84),True,True,
nv-boundary-peak,Boundary Peak,Nevada,Esmeralda,,13146.7,4007.1,,37.846072,-118.3510759,857652,Q573205,https://en.wikipedia.org/wiki/Boundary_Peak_%28Nevada%29,us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/6/6d/Boundary_Peak_Nevada_USA.jpg,Public domain,,An63ca (talk · contribs),https://commons.wikimedia.org/wiki/File:Boundary_Peak_Nevada_USA.jpg,"An63ca (talk · contribs), Public domain, via Wikimedia Commons",USGS GNIS feature 857652,,,
ca-mount-ritter,Mount Ritter,California,Madera,,13143,4006,,37.6889653,-119.199575,1659516,Q841110,https://en.wikipedia.org/wiki/Mount_Ritter,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/6/6b/Ritter_and_banner.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Mel,https://commons.wikimedia.org/wiki/File:Ritter_and_banner.jpg,"Mel, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 1659516,True,False,
ca-picture-peak,Picture Peak,California,,,13140,4005,,37.1507,-118.6492,,Q106778525,https://en.wikipedia.org/wiki/Picture_Peak,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/f/f0/Picture_Peak_refection.jpg,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,"Jeff P from Berkeley, CA, USA",https://commons.wikimedia.org/wiki/File:Picture_Peak_refection.jpg,"Jeff P from Berkeley, CA, USA, CC BY 2.5, via Wikimedia Commons",Vulgarian Ramblers peak detail page (WGS84),False,True,
ca-mount-baxter,Mount Baxter,California,Inyo,,13136,4004,,36.8614378,-118.3622199,256603,Q6919648,https://en.wikipedia.org/wiki/Mount_Baxter_%28California%29,ca-13ers,,,,,,,USGS GNIS feature 256603,True,False,
ca-red-slate-mountain,Red Slate Mountain,California,Fresno,,13136,4004,,37.5074478,-118.8691504,265332,Q1405920,https://en.wikipedia.org/wiki/Red_Slate_Mountain,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/2/20/Red_Slate_Mountain_1.jpg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Poppy (talk · contribs),https://commons.wikimedia.org/wiki/File:Red_Slate_Mountain_1.jpg,"Poppy (talk · contribs), CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 265332,True,False,
ca-diamond-peak,Diamond Peak,California,Inyo,,13127,4001,,36.8263593,-118.3902722,259348,Q39070604,https://en.wikipedia.org/wiki/Diamond_Peak_%28California%29,ca-13ers,https://upload.wikimedia.org/wikipedia/commons/d/d1/Rae_Lakes_Basin%2C_from_Glen_Pass.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Edward Rice,"https://commons.wikimedia.org/wiki/File:Rae_Lakes_Basin,_from_Glen_Pass.jpg","Edward Rice, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 259348,True,False,
